Round,PlayerId,Position:Y,Position:X,Speed,State,Boosting,Boost-Counter,Damage,#Boosts,#Oil,#Lizards,LastCyberTruck:Y,LastCyberTruck:X,#Tweets,#EMPs,Score
32,1,2,242,6,ACCELERATING,false,0,3,2,0,3,,,1,3,27
33,1,2,248,6,ACCELERATING,false,0,3,2,0,3,,,1,3,27
34,1,2,254,6,ACCELERATING,false,0,3,2,0,3,,,1,3,27
35,1,2,260,3,HIT_MUD,false,0,4,2,0,3,,,1,3,24
36,1,1,262,3,TURNING_LEFT,false,0,4,2,0,3,,,1,3,24
37,1,2,264,0,HIT_MUD,false,0,5,2,0,3,,,1,3,21
38,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
39,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
40,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
41,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
42,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
43,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
44,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
45,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
46,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
47,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
48,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
49,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
50,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
51,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
52,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
53,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
54,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
55,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
56,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
57,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
58,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
59,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
60,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
61,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
62,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
63,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
64,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
65,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
66,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
67,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
68,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
69,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
70,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
71,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
72,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
73,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
74,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
75,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
76,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
77,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
78,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
79,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
80,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
81,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
82,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
83,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
84,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
85,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
86,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
87,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
88,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
89,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
90,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
91,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
92,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
93,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
94,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
95,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
96,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
97,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
98,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
99,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
100,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
101,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
102,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
103,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
104,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
105,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
106,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
107,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
108,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
109,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
110,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
111,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
112,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
113,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
114,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
115,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
116,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
117,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
118,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
119,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
120,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
121,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
122,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
123,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
124,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
125,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
126,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
127,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
128,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
129,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
130,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
131,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
132,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
133,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
134,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
135,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
136,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
137,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
138,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
139,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
140,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
141,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
142,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
143,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
144,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
145,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
146,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
147,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
148,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
149,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
150,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
151,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
152,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
153,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
154,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
155,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
156,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
157,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
158,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
159,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
160,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
161,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
162,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
163,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
164,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
165,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
166,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
167,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
168,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
169,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
170,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
171,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
172,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
173,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
174,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
175,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
176,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
177,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
178,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
179,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
180,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
181,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
182,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
183,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
184,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
185,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
186,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
187,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
188,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
189,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
190,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
191,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
192,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
193,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
194,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
195,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
196,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
197,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
198,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
199,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
200,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
201,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
202,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
203,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
204,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
205,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
206,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
207,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
208,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
209,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
210,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
211,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
212,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
213,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
214,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
215,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
216,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
217,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
218,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
219,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
220,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
221,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
222,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
223,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
224,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
225,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
226,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
227,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
228,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
229,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
230,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
231,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
232,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
233,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
234,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
235,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
236,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
237,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
238,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
239,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
240,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
241,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
242,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
243,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
244,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
245,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
246,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
247,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
248,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
249,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
250,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
251,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
252,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
253,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
254,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
255,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
256,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
257,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
258,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
259,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
260,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
261,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
262,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
263,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
264,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
265,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
266,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
267,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
268,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
269,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
270,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
271,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
272,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
273,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
274,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
275,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
276,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
277,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
278,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
279,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
280,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
281,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
282,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
283,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
284,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
285,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
286,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
287,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
288,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
289,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
290,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
291,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
292,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
293,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
294,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
295,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
296,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
297,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
298,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
299,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
300,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
301,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
302,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
303,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
304,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
305,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
306,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
307,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
308,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
309,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
310,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
311,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
312,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
313,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
314,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
315,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
316,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
317,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
318,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
319,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
320,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
321,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
322,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
323,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
324,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
325,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
326,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
327,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
328,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
329,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
330,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
331,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
332,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
333,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
334,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
335,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
336,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
337,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
338,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
339,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
340,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
341,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
342,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
343,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
344,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
345,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
346,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
347,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
348,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
349,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
350,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
351,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
352,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
353,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
354,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
355,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
356,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
357,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
358,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
359,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
360,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
361,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
362,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
363,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
